"Name","Username","Domain name","Shared from domain","Joined","User role","Admin","Owner","Last seen"
"pai8838","pai8838@github","pai8838.github","true","2025-10-18T15:36:03.272104675Z","owner","true","true","2026-05-24T17:57:18Z"
